EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 13-08-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TN   : Minimum temperature in 0.1 &#176;C
30-34 Q_TN : quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station DE BILT, NETHERLANDS (STAID: 162)
Blended and updated with sources:520 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TN, Q_TN
   162,   520,19010101,  -65,    0
   162,   520,19010102,  -33,    0
   162,   520,19010103,  -76,    0
   162,   520,19010104,  -90,    0
   162,   520,19010105,  -82,    0
   162,   520,19010106, -114,    0
   162,   520,19010107, -121,    0
   162,   520,19010108,  -93,    0
   162,   520,19010109,  -26,    0
   162,   520,19010110,  -15,    0
   162,   520,19010111,  -75,    0
   162,   520,19010112,  -88,    0
   162,   520,19010113,  -80,    0
   162,   520,19010114,  -69,    0
   162,   520,19010115,  -35,    0
   162,   520,19010116,  -42,    0
   162,   520,19010117,  -24,    0
   162,   520,19010118,  -42,    0
   162,   520,19010119,   -7,    0
   162,   520,19010120,   45,    0
   162,   520,19010121,   64,    0
   162,   520,19010122,   71,    0
   162,   520,19010123,  -20,    0
   162,   520,19010124,  -12,    0
   162,   520,19010125,   51,    0
   162,   520,19010126,   31,    0
   162,   520,19010127,   40,    0
   162,   520,19010128,    0,    0
   162,   520,19010129,  -34,    0
   162,   520,19010130,  -21,    0
   162,   520,19010131,   -5,    0
   162,   520,19010201,  -19,    0
   162,   520,19010202,  -33,    0
   162,   520,19010203,  -56,    0
   162,   520,19010204,  -83,    0
   162,   520,19010205,  -34,    0
   162,   520,19010206,  -41,    0
   162,   520,19010207, -103,    0
   162,   520,19010208,  -10,    0
   162,   520,19010209,   11,    0
   162,   520,19010210,    9,    0
   162,   520,19010211,  -29,    0
   162,   520,19010212,  -50,    0
   162,   520,19010213,  -81,    0
   162,   520,19010214, -111,    0
   162,   520,19010215, -129,    0
   162,   520,19010216,  -22,    0
   162,   520,19010217,  -47,    0
   162,   520,19010218,  -62,    0
   162,   520,19010219,  -56,    0
   162,   520,19010220, -103,    0
   162,   520,19010221, -110,    0
   162,   520,19010222,  -39,    0
   162,   520,19010223,   -9,    0
   162,   520,19010224,  -15,    0
   162,   520,19010225,   27,    0
   162,   520,19010226,    4,    0
   162,   520,19010227,   11,    0
   162,   520,19010228,   38,    0
   162,   520,19010301,   40,    0
   162,   520,19010302,   46,    0
   162,   520,19010303,   46,    0
   162,   520,19010304,   21,    0
   162,   520,19010305,   45,    0
   162,   520,19010306,   35,    0
   162,   520,19010307,   31,    0
   162,   520,19010308,   11,    0
   162,   520,19010309,    8,    0
   162,   520,19010310,   10,    0
   162,   520,19010311,    7,    0
   162,   520,19010312,   39,    0
   162,   520,19010313,   15,    0
   162,   520,19010314,    9,    0
   162,   520,19010315,   12,    0
   162,   520,19010316,   60,    0
   162,   520,19010317,   18,    0
   162,   520,19010318,   27,    0
   162,   520,19010319,   15,    0
   162,   520,19010320,    2,    0
   162,   520,19010321,  -11,    0
   162,   520,19010322,  -13,    0
   162,   520,19010323,  -14,    0
   162,   520,19010324,  -11,    0
   162,   520,19010325,  -24,    0
   162,   520,19010326,  -66,    0
   162,   520,19010327,  -32,    0
   162,   520,19010328,  -51,    0
   162,   520,19010329,  -27,    0
   162,   520,19010330,   -6,    0
   162,   520,19010331,   63,    0
   162,   520,19010401,   20,    0
   162,   520,19010402,    0,    0
   162,   520,19010403,   80,    0
   162,   520,19010404,   37,    0
   162,   520,19010405,   -7,    0
   162,   520,19010406,  -18,    0
   162,   520,19010407,   70,    0
   162,   520,19010408,   54,    0
   162,   520,19010409,   66,    0
   162,   520,19010410,   52,    0
   162,   520,19010411,   57,    0
   162,   520,19010412,   51,    0
   162,   520,19010413,   33,    0
   162,   520,19010414,   55,    0
   162,   520,19010415,   28,    0
   162,   520,19010416,   14,    0
   162,   520,19010417,   14,    0
   162,   520,19010418,  -15,    0
   162,   520,19010419,   28,    0
   162,   520,19010420,   39,    0
   162,   520,19010421,   69,    0
   162,   520,19010422,  109,    0
   162,   520,19010423,   76,    0
   162,   520,19010424,   72,    0
   162,   520,19010425,   75,    0
   162,   520,19010426,    6,    0
   162,   520,19010427,   22,    0
   162,   520,19010428,   69,    0
   162,   520,19010429,   67,    0
   162,   520,19010430,   60,    0
   162,   520,19010501,   70,    0
   162,   520,19010502,   22,    0
   162,   520,19010503,   60,    0
   162,   520,19010504,   57,    0
   162,   520,19010505,   35,    0
   162,   520,19010506,   44,    0
   162,   520,19010507,   41,    0
   162,   520,19010508,   33,    0
   162,   520,19010509,   45,    0
   162,   520,19010510,   40,    0
   162,   520,19010511,   32,    0
   162,   520,19010512,   74,    0
   162,   520,19010513,   97,    0
   162,   520,19010514,   89,    0
   162,   520,19010515,   84,    0
   162,   520,19010516,   79,    0
   162,   520,19010517,   69,    0
   162,   520,19010518,   24,    0
   162,   520,19010519,   12,    0
   162,   520,19010520,   56,    0
   162,   520,19010521,   35,    0
   162,   520,19010522,   62,    0
   162,   520,19010523,   55,    0
   162,   520,19010524,   44,    0
   162,   520,19010525,   80,    0
   162,   520,19010526,  101,    0
   162,   520,19010527,   97,    0
   162,   520,19010528,   66,    0
   162,   520,19010529,   79,    0
   162,   520,19010530,  143,    0
   162,   520,19010531,  142,    0
   162,   520,19010601,  134,    0
   162,   520,19010602,  115,    0
   162,   520,19010603,  107,    0
   162,   520,19010604,   69,    0
   162,   520,19010605,   68,    0
   162,   520,19010606,   92,    0
   162,   520,19010607,   78,    0
   162,   520,19010608,   71,    0
   162,   520,19010609,   88,    0
   162,   520,19010610,   64,    0
   162,   520,19010611,   64,    0
   162,   520,19010612,   83,    0
   162,   520,19010613,   64,    0
   162,   520,19010614,   64,    0
   162,   520,19010615,   63,    0
   162,   520,19010616,   65,    0
   162,   520,19010617,   44,    0
   162,   520,19010618,   33,    0
   162,   520,19010619,   51,    0
   162,   520,19010620,   88,    0
   162,   520,19010621,  132,    0
   162,   520,19010622,  164,    0
   162,   520,19010623,  128,    0
   162,   520,19010624,   85,    0
   162,   520,19010625,   98,    0
   162,   520,19010626,   71,    0
   162,   520,19010627,   70,    0
   162,   520,19010628,   79,    0
   162,   520,19010629,  100,    0
   162,   520,19010630,   99,    0
   162,   520,19010701,  125,    0
   162,   520,19010702,  128,    0
   162,   520,19010703,  114,    0
   162,   520,19010704,   89,    0
   162,   520,19010705,  115,    0
   162,   520,19010706,   95,    0
   162,   520,19010707,  116,    0
   162,   520,19010708,  108,    0
   162,   520,19010709,   82,    0
   162,   520,19010710,  132,    0
   162,   520,19010711,  132,    0
   162,   520,19010712,  150,    0
   162,   520,19010713,  155,    0
   162,   520,19010714,  121,    0
   162,   520,19010715,  108,    0
   162,   520,19010716,  102,    0
   162,   520,19010717,  111,    0
   162,   520,19010718,  124,    0
   162,   520,19010719,  141,    0
   162,   520,19010720,  129,    0
   162,   520,19010721,  144,    0
   162,   520,19010722,  147,    0
   162,   520,19010723,  106,    0
   162,   520,19010724,  102,    0
   162,   520,19010725,  140,    0
   162,   520,19010726,  103,    0
   162,   520,19010727,  118,    0
   162,   520,19010728,  137,    0
   162,   520,19010729,  122,    0
   162,   520,19010730,  124,    0
   162,   520,19010731,  123,    0
   162,   520,19010801,  142,    0
   162,   520,19010802,  130,    0
   162,   520,19010803,  103,    0
   162,   520,19010804,   97,    0
   162,   520,19010805,  130,    0
   162,   520,19010806,  125,    0
   162,   520,19010807,  130,    0
   162,   520,19010808,  156,    0
   162,   520,19010809,  144,    0
   162,   520,19010810,  148,    0
   162,   520,19010811,  152,    0
   162,   520,19010812,  110,    0
   162,   520,19010813,   97,    0
   162,   520,19010814,  100,    0
   162,   520,19010815,  132,    0
   162,   520,19010816,   82,    0
   162,   520,19010817,   58,    0
   162,   520,19010818,  105,    0
   162,   520,19010819,  112,    0
   162,   520,19010820,  115,    0
   162,   520,19010821,  125,    0
   162,   520,19010822,   85,    0
   162,   520,19010823,   65,    0
   162,   520,19010824,   82,    0
   162,   520,19010825,   52,    0
   162,   520,19010826,  102,    0
   162,   520,19010827,  102,    0
   162,   520,19010828,   80,    0
   162,   520,19010829,   77,    0
   162,   520,19010830,   95,    0
   162,   520,19010831,  128,    0
   162,   520,19010901,   86,    0
   162,   520,19010902,   75,    0
   162,   520,19010903,   43,    0
   162,   520,19010904,   72,    0
   162,   520,19010905,   64,    0
   162,   520,19010906,   44,    0
   162,   520,19010907,   63,    0
   162,   520,19010908,   63,    0
   162,   520,19010909,  147,    0
   162,   520,19010910,  140,    0
   162,   520,19010911,   96,    0
   162,   520,19010912,  100,    0
   162,   520,19010913,   74,    0
   162,   520,19010914,  103,    0
   162,   520,19010915,  115,    0
   162,   520,19010916,   68,    0
   162,   520,19010917,   96,    0
   162,   520,19010918,   49,    0
   162,   520,19010919,   38,    0
   162,   520,19010920,   78,    0
   162,   520,19010921,  137,    0
   162,   520,19010922,   98,    0
   162,   520,19010923,  126,    0
   162,   520,19010924,  103,    0
   162,   520,19010925,  141,    0
   162,   520,19010926,  113,    0
   162,   520,19010927,   82,    0
   162,   520,19010928,   63,    0
   162,   520,19010929,   53,    0
   162,   520,19010930,   82,    0
   162,   520,19011001,   94,    0
   162,   520,19011002,  134,    0
   162,   520,19011003,  119,    0
   162,   520,19011004,   78,    0
   162,   520,19011005,   94,    0
   162,   520,19011006,   68,    0
   162,   520,19011007,   62,    0
   162,   520,19011008,   58,    0
   162,   520,19011009,   76,    0
   162,   520,19011010,   36,    0
   162,   520,19011011,   58,    0
   162,   520,19011012,   45,    0
   162,   520,19011013,   49,    0
   162,   520,19011014,   25,    0
   162,   520,19011015,   53,    0
   162,   520,19011016,   61,    0
   162,   520,19011017,   75,    0
   162,   520,19011018,   87,    0
   162,   520,19011019,   80,    0
   162,   520,19011020,   75,    0
   162,   520,19011021,   86,    0
   162,   520,19011022,   35,    0
   162,   520,19011023,   41,    0
   162,   520,19011024,   43,    0
   162,   520,19011025,   54,    0
   162,   520,19011026,   29,    0
   162,   520,19011027,    1,    0
   162,   520,19011028,   38,    0
   162,   520,19011029,   57,    0
   162,   520,19011030,   51,    0
   162,   520,19011031,   17,    0
   162,   520,19011101,   16,    0
   162,   520,19011102,    3,    0
   162,   520,19011103,   -9,    0
   162,   520,19011104,  -41,    0
   162,   520,19011105,  -56,    0
   162,   520,19011106,  -58,    0
   162,   520,19011107,   44,    0
   162,   520,19011108,   66,    0
   162,   520,19011109,   68,    0
   162,   520,19011110,   68,    0
   162,   520,19011111,   86,    0
   162,   520,19011112,   50,    0
   162,   520,19011113,   60,    0
   162,   520,19011114,    9,    0
   162,   520,19011115,  -30,    0
   162,   520,19011116,  -35,    0
   162,   520,19011117,    0,    0
   162,   520,19011118,   21,    0
   162,   520,19011119,   48,    0
   162,   520,19011120,   84,    0
   162,   520,19011121,   84,    0
   162,   520,19011122,    1,    0
   162,   520,19011123,  -42,    0
   162,   520,19011124,  -60,    0
   162,   520,19011125,   11,    0
   162,   520,19011126,    7,    0
   162,   520,19011127,  -14,    0
   162,   520,19011128,   12,    0
   162,   520,19011129,   19,    0
   162,   520,19011130,   53,    0
   162,   520,19011201,   70,    0
   162,   520,19011202,   62,    0
   162,   520,19011203,   46,    0
   162,   520,19011204,  -46,    0
   162,   520,19011205,  -52,    0
   162,   520,19011206,  -49,    0
   162,   520,19011207,   11,    0
   162,   520,19011208,   63,    0
   162,   520,19011209,   20,    0
   162,   520,19011210,   30,    0
   162,   520,19011211,   -8,    0
   162,   520,19011212,  -11,    0
   162,   520,19011213,   18,    0
   162,   520,19011214,   -4,    0
   162,   520,19011215,  -26,    0
   162,   520,19011216,  -35,    0
   162,   520,19011217,  -69,    0
   162,   520,19011218,  -29,    0
   162,   520,19011219,  -41,    0
   162,   520,19011220,   -5,    0
   162,   520,19011221,   -5,    0
   162,   520,19011222,   -2,    0
   162,   520,19011223,  -24,    0
   162,   520,19011224,   -5,    0
   162,   520,19011225,   39,    0
   162,   520,19011226,   23,    0
   162,   520,19011227,   11,    0
   162,   520,19011228,   -5,    0
   162,   520,19011229,   17,    0
   162,   520,19011230,   50,    0
   162,   520,19011231,   88,    0
   162,   520,19020101,   74,    0
   162,   520,19020102,   78,    0
   162,   520,19020103,   51,    0
   162,   520,19020104,   58,    0
   162,   520,19020105,   44,    0
   162,   520,19020106,   32,    0
   162,   520,19020107,   61,    0
   162,   520,19020108,   49,    0
   162,   520,19020109,    9,    0
   162,   520,19020110,   67,    0
   162,   520,19020111,   -9,    0
   162,   520,19020112,   -5,    0
   162,   520,19020113,   -2,    0
   162,   520,19020114,  -21,    0
   162,   520,19020115,  -13,    0
   162,   520,19020116,   51,    0
   162,   520,19020117,   54,    0
   162,   520,19020118,  -22,    0
   162,   520,19020119,  -32,    0
   162,   520,19020120,   17,    0
   162,   520,19020121,   76,    0
   162,   520,19020122,   73,    0
   162,   520,19020123,   75,    0
   162,   520,19020124,   33,    0
   162,   520,19020125,  -11,    0
   162,   520,19020126,  -37,    0
   162,   520,19020127,  -27,    0
   162,   520,19020128,    4,    0
   162,   520,19020129,   -5,    0
   162,   520,19020130,  -33,    0
   162,   520,19020131,  -17,    0
   162,   520,19020201,  -38,    0
   162,   520,19020202,  -29,    0
   162,   520,19020203,  -10,    0
   162,   520,19020204,  -29,    0
   162,   520,19020205,  -24,    0
   162,   520,19020206,  -30,    0
   162,   520,19020207,  -65,    0
   162,   520,19020208,  -53,    0
   162,   520,19020209,  -11,    0
   162,   520,19020210,  -29,    0
   162,   520,19020211,  -48,    0
   162,   520,19020212, -107,    0
   162,   520,19020213, -143,    0
   162,   520,19020214,  -75,    0
   162,   520,19020215,  -87,    0
   162,   520,19020216, -118,    0
   162,   520,19020217,  -86,    0
   162,   520,19020218,  -18,    0
   162,   520,19020219,  -10,    0
   162,   520,19020220,   -8,    0
   162,   520,19020221,  -23,    0
   162,   520,19020222,  -23,    0
   162,   520,19020223,  -14,    0
   162,   520,19020224,   12,    0
   162,   520,19020225,  -23,    0
   162,   520,19020226,  -30,    0
   162,   520,19020227,    3,    0
   162,   520,19020228,   45,    0
   162,   520,19020301,    8,    0
   162,   520,19020302,   -2,    0
   162,   520,19020303,   16,    0
   162,   520,19020304,  -11,    0
   162,   520,19020305,  -11,    0
   162,   520,19020306,  -21,    0
   162,   520,19020307,   18,    0
   162,   520,19020308,   32,    0
   162,   520,19020309,   22,    0
   162,   520,19020310,  -27,    0
   162,   520,19020311,  -38,    0
   162,   520,19020312,  -44,    0
   162,   520,19020313,  -23,    0
   162,   520,19020314,  -11,    0
   162,   520,19020315,   55,    0
   162,   520,19020316,    8,    0
   162,   520,19020317,    5,    0
   162,   520,19020318,   57,    0
   162,   520,19020319,   56,    0
   162,   520,19020320,   55,    0
   162,   520,19020321,   40,    0
   162,   520,19020322,   27,    0
   162,   520,19020323,   -7,    0
   162,   520,19020324,    3,    0
   162,   520,19020325,   46,    0
   162,   520,19020326,   12,    0
   162,   520,19020327,   28,    0
   162,   520,19020328,   49,    0
   162,   520,19020329,   48,    0
   162,   520,19020330,   24,    0
   162,   520,19020331,  -12,    0
   162,   520,19020401,   60,    0
   162,   520,19020402,    9,    0
   162,   520,19020403,  -17,    0
   162,   520,19020404,   31,    0
   162,   520,19020405,   37,    0
   162,   520,19020406,   23,    0
   162,   520,19020407,    9,    0
   162,   520,19020408,   -5,    0
   162,   520,19020409,  -16,    0
   162,   520,19020410,   -4,    0
   162,   520,19020411,   18,    0
   162,   520,19020412,   49,    0
   162,   520,19020413,   55,    0
   162,   520,19020414,   50,    0
   162,   520,19020415,   84,    0
   162,   520,19020416,   91,    0
   162,   520,19020417,   48,    0
   162,   520,19020418,   35,    0
   162,   520,19020419,   65,    0
   162,   520,19020420,   78,    0
   162,   520,19020421,   92,    0
   162,   520,19020422,   79,    0
   162,   520,19020423,   85,    0
   162,   520,19020424,   26,    0
   162,   520,19020425,   59,    0
   162,   520,19020426,   41,    0
   162,   520,19020427,   16,    0
   162,   520,19020428,  -13,    0
   162,   520,19020429,   14,    0
   162,   520,19020430,   33,    0
   162,   520,19020501,   39,    0
   162,   520,19020502,   51,    0
   162,   520,19020503,   61,    0
   162,   520,19020504,   51,    0
   162,   520,19020505,   22,    0
   162,   520,19020506,    3,    0
   162,   520,19020507,    3,    0
   162,   520,19020508,   24,    0
   162,   520,19020509,   42,    0
   162,   520,19020510,   24,    0
   162,   520,19020511,   25,    0
   162,   520,19020512,   39,    0
   162,   520,19020513,   11,    0
   162,   520,19020514,   -4,    0
   162,   520,19020515,    2,    0
   162,   520,19020516,   60,    0
   162,   520,19020517,   69,    0
   162,   520,19020518,   61,    0
   162,   520,19020519,   44,    0
   162,   520,19020520,   54,    0
   162,   520,19020521,   57,    0
   162,   520,19020522,   39,    0
   162,   520,19020523,   62,    0
   162,   520,19020524,   87,    0
   162,   520,19020525,   63,    0
   162,   520,19020526,   67,    0
   162,   520,19020527,   69,    0
   162,   520,19020528,   65,    0
   162,   520,19020529,  101,    0
   162,   520,19020530,  107,    0
   162,   520,19020531,  152,    0
   162,   520,19020601,  157,    0
   162,   520,19020602,  120,    0
   162,   520,19020603,  123,    0
   162,   520,19020604,  125,    0
   162,   520,19020605,  120,    0
   162,   520,19020606,  104,    0
   162,   520,19020607,   87,    0
   162,   520,19020608,   77,    0
   162,   520,19020609,   74,    0
   162,   520,19020610,   51,    0
   162,   520,19020611,   43,    0
   162,   520,19020612,   38,    0
   162,   520,19020613,   92,    0
   162,   520,19020614,   66,    0
   162,   520,19020615,   70,    0
   162,   520,19020616,   60,    0
   162,   520,19020617,   91,    0
   162,   520,19020618,   69,    0
   162,   520,19020619,   80,    0
   162,   520,19020620,   85,    0
   162,   520,19020621,  108,    0
   162,   520,19020622,   99,    0
   162,   520,19020623,   97,    0
   162,   520,19020624,   97,    0
   162,   520,19020625,   98,    0
   162,   520,19020626,  106,    0
   162,   520,19020627,  106,    0
   162,   520,19020628,  137,    0
   162,   520,19020629,  146,    0
   162,   520,19020630,  109,    0
   162,   520,19020701,  124,    0
   162,   520,19020702,   97,    0
   162,   520,19020703,   92,    0
   162,   520,19020704,   71,    0
   162,   520,19020705,   96,    0
   162,   520,19020706,   54,    0
   162,   520,19020707,   75,    0
   162,   520,19020708,  118,    0
   162,   520,19020709,  134,    0
   162,   520,19020710,  117,    0
   162,   520,19020711,   93,    0
   162,   520,19020712,   88,    0
   162,   520,19020713,   95,    0
   162,   520,19020714,  105,    0
   162,   520,19020715,  102,    0
   162,   520,19020716,  111,    0
   162,   520,19020717,   89,    0
   162,   520,19020718,   92,    0
   162,   520,19020719,   99,    0
   162,   520,19020720,   80,    0
   162,   520,19020721,   40,    0
   162,   520,19020722,  100,    0
   162,   520,19020723,   67,    0
   162,   520,19020724,   46,    0
   162,   520,19020725,   83,    0
   162,   520,19020726,  120,    0
   162,   520,19020727,  117,    0
   162,   520,19020728,   95,    0
   162,   520,19020729,  124,    0
   162,   520,19020730,  108,    0
   162,   520,19020731,   75,    0
   162,   520,19020801,   54,    0
   162,   520,19020802,   67,    0
   162,   520,19020803,   76,    0
   162,   520,19020804,  121,    0
   162,   520,19020805,   82,    0
   162,   520,19020806,   77,    0
   162,   520,19020807,  141,    0
   162,   520,19020808,  117,    0
   162,   520,19020809,   82,    0
   162,   520,19020810,   83,    0
   162,   520,19020811,   64,    0
   162,   520,19020812,   62,    0
   162,   520,19020813,   60,    0
   162,   520,19020814,   60,    0
   162,   520,19020815,   58,    0
   162,   520,19020816,   85,    0
   162,   520,19020817,  115,    0
   162,   520,19020818,  137,    0
   162,   520,19020819,  155,    0
   162,   520,19020820,  113,    0
   162,   520,19020821,   79,    0
   162,   520,19020822,   44,    0
   162,   520,19020823,   73,    0
   162,   520,19020824,  134,    0
   162,   520,19020825,   91,    0
   162,   520,19020826,   68,    0
   162,   520,19020827,   97,    0
   162,   520,19020828,   70,    0
   162,   520,19020829,   89,    0
   162,   520,19020830,  138,    0
   162,   520,19020831,  123,    0
   162,   520,19020901,  148,    0
   162,   520,19020902,  164,    0
   162,   520,19020903,  134,    0
   162,   520,19020904,  108,    0
   162,   520,19020905,  112,    0
   162,   520,19020906,   86,    0
   162,   520,19020907,   51,    0
   162,   520,19020908,   77,    0
   162,   520,19020909,   77,    0
   162,   520,19020910,  108,    0
   162,   520,19020911,  100,    0
   162,   520,19020912,   86,    0
   162,   520,19020913,   61,    0
   162,   520,19020914,   77,    0
   162,   520,19020915,   52,    0
   162,   520,19020916,  104,    0
   162,   520,19020917,   84,    0
   162,   520,19020918,   43,    0
   162,   520,19020919,   43,    0
   162,   520,19020920,   43,    0
   162,   520,19020921,   41,    0
   162,   520,19020922,   62,    0
   162,   520,19020923,   59,    0
   162,   520,19020924,   72,    0
   162,   520,19020925,   82,    0
   162,   520,19020926,   61,    0
   162,   520,19020927,   67,    0
   162,   520,19020928,   68,    0
   162,   520,19020929,   23,    0
   162,   520,19020930,   27,    0
   162,   520,19021001,   54,    0
   162,   520,19021002,   27,    0
   162,   520,19021003,   -5,    0
   162,   520,19021004,  -17,    0
   162,   520,19021005,   16,    0
   162,   520,19021006,   63,    0
   162,   520,19021007,   65,    0
   162,   520,19021008,   46,    0
   162,   520,19021009,   36,    0
   162,   520,19021010,   87,    0
   162,   520,19021011,   87,    0
   162,   520,19021012,   40,    0
   162,   520,19021013,   22,    0
   162,   520,19021014,   80,    0
   162,   520,19021015,   73,    0
   162,   520,19021016,   66,    0
   162,   520,19021017,   55,    0
   162,   520,19021018,   56,    0
   162,   520,19021019,   -2,    0
   162,   520,19021020,   65,    0
   162,   520,19021021,   54,    0
   162,   520,19021022,   33,    0
   162,   520,19021023,   26,    0
   162,   520,19021024,   44,    0
   162,   520,19021025,   81,    0
   162,   520,19021026,   78,    0
   162,   520,19021027,   56,    0
   162,   520,19021028,    3,    0
   162,   520,19021029,   36,    0
   162,   520,19021030,   37,    0
   162,   520,19021031,    4,    0
   162,   520,19021101,   65,    0
   162,   520,19021102,   44,    0
   162,   520,19021103,   31,    0
   162,   520,19021104,   18,    0
   162,   520,19021105,   18,    0
   162,   520,19021106,   51,    0
   162,   520,19021107,   70,    0
   162,   520,19021108,   66,    0
   162,   520,19021109,   56,    0
   162,   520,19021110,   47,    0
   162,   520,19021111,   36,    0
   162,   520,19021112,   57,    0
   162,   520,19021113,   42,    0
   162,   520,19021114,   30,    0
   162,   520,19021115,   -1,    0
   162,   520,19021116,  -13,    0
   162,   520,19021117,  -48,    0
   162,   520,19021118,  -73,    0
   162,   520,19021119,  -88,    0
   162,   520,19021120,  -90,    0
   162,   520,19021121,  -98,    0
   162,   520,19021122,  -99,    0
   162,   520,19021123,  -87,    0
   162,   520,19021124,    3,    0
   162,   520,19021125,   21,    0
   162,   520,19021126,   -4,    0
   162,   520,19021127,  -31,    0
   162,   520,19021128,   18,    0
   162,   520,19021129,    7,    0
   162,   520,19021130,   17,    0
   162,   520,19021201,    4,    0
   162,   520,19021202,  -27,    0
   162,   520,19021203,  -74,    0
   162,   520,19021204,  -51,    0
   162,   520,19021205, -112,    0
   162,   520,19021206, -119,    0
   162,   520,19021207,  -86,    0
   162,   520,19021208,  -72,    0
   162,   520,19021209,  -66,    0
   162,   520,19021210,  -70,    0
   162,   520,19021211,  -79,    0
   162,   520,19021212, -114,    0
   162,   520,19021213,  -60,    0
   162,   520,19021214,   30,    0
   162,   520,19021215,   29,    0
   162,   520,19021216,    5,    0
   162,   520,19021217,   36,    0
   162,   520,19021218,   23,    0
   162,   520,19021219,    5,    0
   162,   520,19021220,   21,    0
   162,   520,19021221,   43,    0
   162,   520,19021222,  -11,    0
   162,   520,19021223,  -23,    0
   162,   520,19021224,   -9,    0
   162,   520,19021225,   10,    0
   162,   520,19021226,   41,    0
   162,   520,19021227,   58,    0
   162,   520,19021228,   48,    0
   162,   520,19021229,    9,    0
   162,   520,19021230,    5,    0
   162,   520,19021231,    5,    0
   162,   520,19030101,    9,    0
   162,   520,19030102,   13,    0
   162,   520,19030103,   48,    0
   162,   520,19030104,   44,    0
   162,   520,19030105,   41,    0
   162,   520,19030106,   87,    0
   162,   520,19030107,   76,    0
   162,   520,19030108,   50,    0
   162,   520,19030109,   39,    0
   162,   520,19030110,   57,    0
   162,   520,19030111,   -4,    0
   162,   520,19030112,  -45,    0
   162,   520,19030113,  -55,    0
   162,   520,19030114,  -71,    0
   162,   520,19030115,  -69,    0
   162,   520,19030116,  -65,    0
   162,   520,19030117,  -47,    0
   162,   520,19030118,  -48,    0
   162,   520,19030119,  -22,    0
   162,   520,19030120,  -12,    0
   162,   520,19030121,  -75,    0
   162,   520,19030122,  -75,    0
   162,   520,19030123,  -12,    0
   162,   520,19030124,  -12,    0
   162,   520,19030125,   43,    0
   162,   520,19030126,   62,    0
   162,   520,19030127,   56,    0
   162,   520,19030128,   49,    0
   162,   520,19030129,   28,    0
   162,   520,19030130,   61,    0
   162,   520,19030131,    8,    0
   162,   520,19030201,   13,    0
   162,   520,19030202,   -4,    0
   162,   520,19030203,   11,    0
   162,   520,19030204,   55,    0
   162,   520,19030205,   38,    0
   162,   520,19030206,   -5,    0
   162,   520,19030207,    6,    0
   162,   520,19030208,   85,    0
   162,   520,19030209,   50,    0
   162,   520,19030210,   43,    0
   162,   520,19030211,   66,    0
   162,   520,19030212,   17,    0
   162,   520,19030213,   17,    0
   162,   520,19030214,   33,    0
   162,   520,19030215,   -1,    0
   162,   520,19030216,  -19,    0
   162,   520,19030217,  -52,    0
   162,   520,19030218,  -22,    0
   162,   520,19030219,  -22,    0
   162,   520,19030220,   38,    0
   162,   520,19030221,   70,    0
   162,   520,19030222,   61,    0
   162,   520,19030223,   52,    0
   162,   520,19030224,   16,    0
   162,   520,19030225,   65,    0
   162,   520,19030226,   27,    0
   162,   520,19030227,   27,    0
   162,   520,19030228,   22,    0
   162,   520,19030301,   17,    0
   162,   520,19030302,   28,    0
   162,   520,19030303,   46,    0
   162,   520,19030304,   24,    0
   162,   520,19030305,   47,    0
   162,   520,19030306,   24,    0
   162,   520,19030307,   16,    0
   162,   520,19030308,  -11,    0
   162,   520,19030309,  -34,    0
   162,   520,19030310,  -21,    0
   162,   520,19030311,   -6,    0
   162,   520,19030312,  -19,    0
   162,   520,19030313,  -13,    0
   162,   520,19030314,  -11,    0
   162,   520,19030315,   21,    0
   162,   520,19030316,   31,    0
   162,   520,19030317,  -22,    0
   162,   520,19030318,   21,    0
   162,   520,19030319,   37,    0
   162,   520,19030320,   83,    0
   162,   520,19030321,   69,    0
   162,   520,19030322,   60,    0
   162,   520,19030323,   85,    0
   162,   520,19030324,   41,    0
   162,   520,19030325,   32,    0
   162,   520,19030326,  101,    0
   162,   520,19030327,   76,    0
   162,   520,19030328,   67,    0
   162,   520,19030329,   66,    0
   162,   520,19030330,   33,    0
   162,   520,19030331,   49,    0
   162,   520,19030401,   35,    0
   162,   520,19030402,   31,    0
   162,   520,19030403,   18,    0
   162,   520,19030404,   40,    0
   162,   520,19030405,   25,    0
   162,   520,19030406,    7,    0
   162,   520,19030407,   28,    0
   162,   520,19030408,   41,    0
   162,   520,19030409,   26,    0
   162,   520,19030410,   17,    0
   162,   520,19030411,    3,    0
   162,   520,19030412,    5,    0
   162,   520,19030413,  -15,    0
   162,   520,19030414,    9,    0
   162,   520,19030415,  -11,    0
